Date,Time,Prec
9/25/2015,1:00,0
9/25/2015,7:00,0
9/25/2015,13:00,0
9/25/2015,19:00,0.01
9/26/2015,1:00,0
9/26/2015,7:00,0
9/26/2015,13:00,0
9/26/2015,19:00,0
9/27/2015,1:00,0
9/27/2015,7:00,0
9/27/2015,13:00,1.2
9/27/2015,19:00,0.07
9/28/2015,1:00,0
9/28/2015,7:00,0
9/28/2015,13:00,0.04
9/28/2015,19:00,0
9/29/2015,1:00,0
9/29/2015,7:00,0
9/29/2015,13:00,0
9/29/2015,19:00,1.6
9/30/2015,1:00,3.72
9/30/2015,7:00,0.03
9/30/2015,13:00,0.11
9/30/2015,19:00,0.04
10/1/2015,1:00,0.03
10/1/2015,7:00,0.21
10/1/2015,13:00,0.32
10/1/2015,19:00,0.17
10/2/2015,1:00,0.17
10/2/2015,7:00,0.66
10/2/2015,13:00,1.43
10/2/2015,19:00,1.63
10/3/2015,1:00,1.68
10/3/2015,7:00,0.3
10/3/2015,13:00,0.24
10/3/2015,19:00,0.22
10/4/2015,1:00,0.11
10/4/2015,7:00,0.26
10/4/2015,13:00,0.2
10/4/2015,19:00,0.06
10/5/2015,1:00,0.04
10/5/2015,7:00,0.01
10/5/2015,13:00,0
10/5/2015,19:00,0
10/6/2015,1:00,0
10/6/2015,7:00,0
10/6/2015,13:00,0
10/6/2015,19:00,0
10/7/2015,1:00,0
10/7/2015,7:00,0
10/7/2015,13:00,0
10/7/2015,19:00,0
10/8/2015,1:00,0
10/8/2015,7:00,0
10/8/2015,13:00,0
10/8/2015,19:00,0
10/9/2015,1:00,0
10/9/2015,7:00,0
10/9/2015,13:00,0.11
10/9/2015,19:00,0
10/10/2015,1:00,0
10/10/2015,7:00,0
10/10/2015,13:00,0
10/10/2015,19:00,0
10/11/2015,1:00,0
10/11/2015,7:00,0
10/11/2015,13:00,0
10/11/2015,19:00,0
10/12/2015,1:00,0
10/12/2015,7:00,0
10/12/2015,13:00,0
10/12/2015,19:00,0
10/13/2015,1:00,0
10/13/2015,7:00,0
10/13/2015,13:00,0.01
10/13/2015,19:00,0.27
10/14/2015,1:00,0
10/14/2015,7:00,0
10/14/2015,13:00,0
10/14/2015,19:00,0
10/15/2015,1:00,0
10/15/2015,7:00,0
10/15/2015,13:00,0
10/15/2015,19:00,0
10/16/2015,1:00,0
10/16/2015,7:00,0
10/16/2015,13:00,0
10/16/2015,19:00,0
10/17/2015,1:00,0
10/17/2015,7:00,0
10/17/2015,13:00,0
10/17/2015,19:00,0.01
10/18/2015,1:00,0
10/18/2015,7:00,0
10/18/2015,13:00,0
10/18/2015,19:00,0.01
10/19/2015,1:00,0
10/19/2015,7:00,0
10/19/2015,13:00,0
10/19/2015,19:00,0
10/20/2015,1:00,0
10/20/2015,7:00,0
10/20/2015,13:00,0
10/20/2015,19:00,0
10/21/2015,1:00,0
10/21/2015,7:00,0
10/21/2015,13:00,0
10/21/2015,19:00,0
10/22/2015,1:00,0
10/22/2015,7:00,0
10/22/2015,13:00,0
10/22/2015,19:00,0
10/23/2015,1:00,0
10/23/2015,7:00,0
10/23/2015,13:00,0
10/23/2015,19:00,0
10/24/2015,1:00,0
10/24/2015,7:00,0
10/24/2015,13:00,0
10/24/2015,19:00,0
10/25/2015,1:00,0
10/25/2015,7:00,0.04
10/25/2015,13:00,0.03
10/25/2015,19:00,0.01
10/26/2015,1:00,0
10/26/2015,7:00,0
10/26/2015,13:00,0
10/26/2015,19:00,0
10/27/2015,1:00,0
10/27/2015,7:00,0
10/27/2015,13:00,0
10/27/2015,19:00,0.02
10/28/2015,1:00,0.09
10/28/2015,7:00,0.37
10/28/2015,13:00,0.3
10/28/2015,19:00,0.37
10/29/2015,1:00,0.92
10/29/2015,7:00,0.31
10/29/2015,13:00,0
10/29/2015,19:00,0
10/30/2015,1:00,0
10/30/2015,7:00,0
10/30/2015,13:00,0
10/30/2015,19:00,0
10/31/2015,1:00,0
10/31/2015,7:00,0
10/31/2015,13:00,0
10/31/2015,19:00,0
11/1/2015,1:00,0
11/1/2015,7:00,0
11/1/2015,13:00,0.33
11/1/2015,19:00,0
11/2/2015,1:00,0
11/2/2015,7:00,0
11/2/2015,13:00,0
11/2/2015,19:00,0
11/3/2015,1:00,0
11/3/2015,7:00,0
11/3/2015,13:00,0
11/3/2015,19:00,0
11/4/2015,1:00,0
11/4/2015,7:00,0
11/4/2015,13:00,0
11/4/2015,19:00,0
11/5/2015,1:00,0
11/5/2015,7:00,0
11/5/2015,13:00,0.05
11/5/2015,19:00,0
11/6/2015,1:00,0
11/6/2015,7:00,0.06
11/6/2015,13:00,0.08
11/6/2015,19:00,0
11/7/2015,1:00,0.73
11/7/2015,7:00,0
11/7/2015,13:00,0
11/7/2015,19:00,0.59
11/8/2015,1:00,0
11/8/2015,7:00,0
11/8/2015,13:00,0
11/8/2015,19:00,0
11/9/2015,1:00,0
11/9/2015,7:00,0
11/9/2015,13:00,0
11/9/2015,19:00,0
11/10/2015,1:00,0.69
11/10/2015,7:00,0.31
11/10/2015,13:00,0.1
11/10/2015,19:00,0.42
11/11/2015,1:00,0.01
11/11/2015,7:00,0
11/11/2015,13:00,0
11/11/2015,19:00,0
11/12/2015,1:00,0
11/12/2015,7:00,0
11/12/2015,13:00,0
11/12/2015,19:00,0
11/13/2015,1:00,0
11/13/2015,7:00,0
11/13/2015,13:00,0
11/13/2015,19:00,0
11/14/2015,1:00,0
11/14/2015,7:00,0
11/14/2015,13:00,0
11/14/2015,19:00,0
11/15/2015,1:00,0
11/15/2015,7:00,0
11/15/2015,13:00,0
11/15/2015,19:00,0
11/16/2015,1:00,0
11/16/2015,7:00,0
11/16/2015,13:00,0
11/16/2015,19:00,0
11/17/2015,1:00,0
11/17/2015,7:00,0
11/17/2015,13:00,0
11/17/2015,19:00,0
11/18/2015,1:00,0
11/18/2015,7:00,0
11/18/2015,13:00,0.09
11/18/2015,19:00,0.02
11/19/2015,1:00,0.01
11/19/2015,7:00,0
11/19/2015,13:00,0.89
11/19/2015,19:00,0.91
11/20/2015,1:00,0.05
11/20/2015,7:00,0
11/20/2015,13:00,0
11/20/2015,19:00,0
11/21/2015,1:00,0
11/21/2015,7:00,0
11/21/2015,13:00,0
11/21/2015,19:00,0
11/22/2015,1:00,0
11/22/2015,7:00,0
11/22/2015,13:00,0
11/22/2015,19:00,0
11/23/2015,1:00,0
11/23/2015,7:00,0
11/23/2015,13:00,0
11/23/2015,19:00,0
11/24/2015,1:00,0
11/24/2015,7:00,0
11/24/2015,13:00,0
11/24/2015,19:00,0
11/25/2015,1:00,0
11/25/2015,7:00,0
11/25/2015,13:00,0
11/25/2015,19:00,0
11/26/2015,1:00,0
11/26/2015,7:00,0
11/26/2015,13:00,0
11/26/2015,19:00,0
11/27/2015,1:00,0
11/27/2015,7:00,0
11/27/2015,13:00,0
11/27/2015,19:00,0
11/28/2015,1:00,0
11/28/2015,7:00,0
11/28/2015,13:00,0
11/28/2015,19:00,0
11/29/2015,1:00,0.02
11/29/2015,7:00,0.34
11/29/2015,13:00,0.96
11/29/2015,19:00,0
11/30/2015,1:00,0
11/30/2015,7:00,0
11/30/2015,13:00,0.01
11/30/2015,19:00,0.28
12/1/2015,1:00,0.8
12/1/2015,7:00,0.26
12/1/2015,13:00,0.91
12/1/2015,19:00,0.79
12/2/2015,1:00,0.01
12/2/2015,7:00,0.19
12/2/2015,13:00,1
12/2/2015,19:00,0.75
12/3/2015,1:00,0.03
12/3/2015,7:00,0
12/3/2015,13:00,0
12/3/2015,19:00,0
12/4/2015,1:00,0
12/4/2015,7:00,0
12/4/2015,13:00,0
12/4/2015,19:00,0
12/5/2015,1:00,0
12/5/2015,7:00,0
12/5/2015,13:00,0
12/5/2015,19:00,0
12/6/2015,1:00,0
12/6/2015,7:00,0
12/6/2015,13:00,0
12/6/2015,19:00,0
12/7/2015,1:00,0
12/7/2015,7:00,0
12/7/2015,13:00,0
12/7/2015,19:00,0
12/8/2015,1:00,0
12/8/2015,7:00,0
12/8/2015,13:00,0
12/8/2015,19:00,0
12/9/2015,1:00,0
12/9/2015,7:00,0
12/9/2015,13:00,0
12/9/2015,19:00,0.06
12/10/2015,1:00,0
12/10/2015,7:00,0
12/10/2015,13:00,0
12/10/2015,19:00,0
12/11/2015,1:00,0
12/11/2015,7:00,0
12/11/2015,13:00,0.01
12/11/2015,19:00,0
12/12/2015,1:00,0
12/12/2015,7:00,0
12/12/2015,13:00,0
12/12/2015,19:00,0
12/13/2015,1:00,0
12/13/2015,7:00,0
12/13/2015,13:00,0
12/13/2015,19:00,0
12/14/2015,1:00,0
12/14/2015,7:00,0
12/14/2015,13:00,0.05
12/14/2015,19:00,0.01
12/15/2015,1:00,0.11
12/15/2015,7:00,0.15
12/15/2015,13:00,0
12/15/2015,19:00,0
12/16/2015,1:00,0
12/16/2015,7:00,0
12/16/2015,13:00,0
12/16/2015,19:00,0
12/17/2015,1:00,0
12/17/2015,7:00,0.01
12/17/2015,13:00,0.46
12/17/2015,19:00,1.23
12/18/2015,1:00,0.02
12/18/2015,7:00,0
12/18/2015,13:00,0.06
12/18/2015,19:00,0
12/19/2015,1:00,0
12/19/2015,7:00,0
12/19/2015,13:00,0
12/19/2015,19:00,0
12/20/2015,1:00,0
12/20/2015,7:00,0
12/20/2015,13:00,0
12/20/2015,19:00,0
12/21/2015,1:00,0
12/21/2015,7:00,0
12/21/2015,13:00,0
12/21/2015,19:00,0
12/22/2015,1:00,0
12/22/2015,7:00,0
12/22/2015,13:00,1.13
12/22/2015,19:00,0.05
12/23/2015,1:00,0
12/23/2015,7:00,0.02
12/23/2015,13:00,0.04
12/23/2015,19:00,0.39
12/24/2015,1:00,0.36
12/24/2015,7:00,0
12/24/2015,13:00,0.41
12/24/2015,19:00,1.89
12/25/2015,1:00,0
12/25/2015,7:00,0
12/25/2015,13:00,0
12/25/2015,19:00,2.17
12/26/2015,1:00,0.13
12/26/2015,7:00,0
12/26/2015,13:00,0.51
12/26/2015,19:00,0.33
12/27/2015,1:00,0.13
12/27/2015,7:00,0.04
12/27/2015,13:00,0.03
12/27/2015,19:00,1.55
12/28/2015,1:00,1.99
12/28/2015,7:00,0
12/28/2015,13:00,0
12/28/2015,19:00,0
12/29/2015,1:00,0.17
12/29/2015,7:00,3.06
12/29/2015,13:00,0.22
12/29/2015,19:00,0
12/30/2015,1:00,0
12/30/2015,7:00,0.01
12/30/2015,13:00,0.02
12/30/2015,19:00,0.09
12/31/2015,1:00,0.37
12/31/2015,7:00,0
12/31/2015,13:00,0
12/31/2015,19:00,0
1/1/2016,1:00,0
1/1/2016,7:00,0
1/1/2016,13:00,0
1/1/2016,19:00,0
1/2/2016,1:00,0
1/2/2016,7:00,0
1/2/2016,13:00,0
1/2/2016,19:00,0
1/3/2016,1:00,0
1/3/2016,7:00,0
1/3/2016,13:00,0
1/3/2016,19:00,0
1/4/2016,1:00,0
1/4/2016,7:00,0
1/4/2016,13:00,0
1/4/2016,19:00,0
1/5/2016,1:00,0
1/5/2016,7:00,0
1/5/2016,13:00,0
1/5/2016,19:00,0
1/6/2016,1:00,0
1/6/2016,7:00,0
1/6/2016,13:00,0
1/6/2016,19:00,0
1/7/2016,1:00,0
1/7/2016,7:00,0
1/7/2016,13:00,0.01
1/7/2016,19:00,0.04
1/8/2016,1:00,0
1/8/2016,7:00,0.09
1/8/2016,13:00,0.03
1/8/2016,19:00,0.01
1/9/2016,1:00,0
1/9/2016,7:00,0.02
1/9/2016,13:00,0.02
1/9/2016,19:00,0.03
1/10/2016,1:00,0.13
1/10/2016,7:00,2.13
1/10/2016,13:00,0.09
1/10/2016,19:00,0.54
1/11/2016,1:00,0
1/11/2016,7:00,0
1/11/2016,13:00,0
1/11/2016,19:00,0
1/12/2016,1:00,0
1/12/2016,7:00,0
1/12/2016,13:00,0
1/12/2016,19:00,0.03
1/13/2016,1:00,0
1/13/2016,7:00,0
1/13/2016,13:00,0
1/13/2016,19:00,0
1/14/2016,1:00,0
1/14/2016,7:00,0
1/14/2016,13:00,0
1/14/2016,19:00,0
1/15/2016,1:00,0
1/15/2016,7:00,0
1/15/2016,13:00,0
1/15/2016,19:00,0
1/16/2016,1:00,1.91
1/16/2016,7:00,0.14
1/16/2016,13:00,0
1/16/2016,19:00,0
1/17/2016,1:00,0
1/17/2016,7:00,0
1/17/2016,13:00,0
1/17/2016,19:00,0.1
1/18/2016,1:00,0
1/18/2016,7:00,0
1/18/2016,13:00,0
1/18/2016,19:00,0
1/19/2016,1:00,0
1/19/2016,7:00,0
1/19/2016,13:00,0
1/19/2016,19:00,0
1/20/2016,1:00,0
1/20/2016,7:00,0
1/20/2016,13:00,0
1/20/2016,19:00,0
1/21/2016,1:00,0.13
1/21/2016,7:00,0
1/21/2016,13:00,0
1/21/2016,19:00,0
1/22/2016,1:00,0
1/22/2016,7:00,0
1/22/2016,13:00,0
1/22/2016,19:00,0.46
1/23/2016,1:00,2.12
1/23/2016,7:00,6.08
1/23/2016,13:00,2.57
1/23/2016,19:00,1.07
1/24/2016,1:00,0.82
1/24/2016,7:00,0
1/24/2016,13:00,0
1/24/2016,19:00,0
1/25/2016,1:00,0
1/25/2016,7:00,0
1/25/2016,13:00,0
1/25/2016,19:00,0.02
1/26/2016,1:00,0.07
1/26/2016,7:00,0.04
1/26/2016,13:00,0.07
1/26/2016,19:00,0.13
1/27/2016,1:00,0.05
1/27/2016,7:00,0.03
1/27/2016,13:00,0
1/27/2016,19:00,0
1/28/2016,1:00,0
1/28/2016,7:00,0
1/28/2016,13:00,0
1/28/2016,19:00,0.01
1/29/2016,1:00,0.01
1/29/2016,7:00,0.02
1/29/2016,13:00,0.09
1/29/2016,19:00,0.09
1/30/2016,1:00,0
1/30/2016,7:00,0
1/30/2016,13:00,0
1/30/2016,19:00,0
1/31/2016,1:00,0
1/31/2016,7:00,0
1/31/2016,13:00,0
1/31/2016,19:00,0
2/1/2016,1:00,0
2/1/2016,7:00,0
2/1/2016,13:00,0
2/1/2016,19:00,0.15
2/2/2016,1:00,0
2/2/2016,7:00,0
2/2/2016,13:00,0
2/2/2016,19:00,0
2/3/2016,1:00,0
2/3/2016,7:00,0
2/3/2016,13:00,0.07
2/3/2016,19:00,7.25
2/4/2016,1:00,0.08
2/4/2016,7:00,0
2/4/2016,13:00,0
2/4/2016,19:00,0
2/5/2016,1:00,0
2/5/2016,7:00,3.14
2/5/2016,13:00,0.03
2/5/2016,19:00,0
2/6/2016,1:00,0
2/6/2016,7:00,0
2/6/2016,13:00,0
2/6/2016,19:00,0
2/7/2016,1:00,0
2/7/2016,7:00,0
2/7/2016,13:00,0
2/7/2016,19:00,0
2/8/2016,1:00,0
2/8/2016,7:00,0
2/8/2016,13:00,0
2/8/2016,19:00,0
2/9/2016,1:00,0.04
2/9/2016,7:00,0.14
2/9/2016,13:00,0.48
2/9/2016,19:00,0.26
2/10/2016,1:00,0.01
2/10/2016,7:00,0.04
2/10/2016,13:00,0.01
2/10/2016,19:00,0
2/11/2016,1:00,0
2/11/2016,7:00,0
2/11/2016,13:00,0
2/11/2016,19:00,0
2/12/2016,1:00,0
2/12/2016,7:00,0
2/12/2016,13:00,0
2/12/2016,19:00,0.01
2/13/2016,1:00,0.01
2/13/2016,7:00,0
2/13/2016,13:00,0
2/13/2016,19:00,0
2/14/2016,1:00,0
2/14/2016,7:00,0
2/14/2016,13:00,0
2/14/2016,19:00,0
2/15/2016,1:00,0
2/15/2016,7:00,0.08
2/15/2016,13:00,0.1
2/15/2016,19:00,0.23
2/16/2016,1:00,0.44
2/16/2016,7:00,0.61
2/16/2016,13:00,2.7
2/16/2016,19:00,0.16
2/17/2016,1:00,0
2/17/2016,7:00,0
2/17/2016,13:00,0
2/17/2016,19:00,0.01
2/18/2016,1:00,0
2/18/2016,7:00,0
2/18/2016,13:00,0
2/18/2016,19:00,0
2/19/2016,1:00,0
2/19/2016,7:00,0
2/19/2016,13:00,0
2/19/2016,19:00,0
2/20/2016,1:00,0
2/20/2016,7:00,0
2/20/2016,13:00,0
2/20/2016,19:00,0
2/21/2016,1:00,0
2/21/2016,7:00,0
2/21/2016,13:00,0
2/21/2016,19:00,0.36
2/22/2016,1:00,0.34
2/22/2016,7:00,0
2/22/2016,13:00,0
2/22/2016,19:00,0
2/23/2016,1:00,0
2/23/2016,7:00,0
2/23/2016,13:00,1.46
2/23/2016,19:00,0.35
2/24/2016,1:00,0.06
2/24/2016,7:00,0.08
2/24/2016,13:00,0.37
2/24/2016,19:00,2.12
2/25/2016,1:00,2.11
2/25/2016,7:00,0.08
2/25/2016,13:00,0
2/25/2016,19:00,0.05
2/26/2016,1:00,0.01
2/26/2016,7:00,0
2/26/2016,13:00,0
2/26/2016,19:00,0
2/27/2016,1:00,0
2/27/2016,7:00,0
2/27/2016,13:00,0
2/27/2016,19:00,0
2/28/2016,1:00,0
2/28/2016,7:00,0
2/28/2016,13:00,0
2/28/2016,19:00,0
2/29/2016,1:00,0
2/29/2016,7:00,0
2/29/2016,13:00,0.01
2/29/2016,19:00,0
3/1/2016,1:00,0
3/1/2016,7:00,0
3/1/2016,13:00,0
3/1/2016,19:00,0
3/2/2016,1:00,0
3/2/2016,7:00,0.59
3/2/2016,13:00,0
3/2/2016,19:00,0
3/3/2016,1:00,0
3/3/2016,7:00,0
3/3/2016,13:00,0
3/3/2016,19:00,0
3/4/2016,1:00,0.13
3/4/2016,7:00,0.22
3/4/2016,13:00,0.02
3/4/2016,19:00,0
3/5/2016,1:00,0
3/5/2016,7:00,0
3/5/2016,13:00,0
3/5/2016,19:00,0
3/6/2016,1:00,0
3/6/2016,7:00,0.04
3/6/2016,13:00,0.02
3/6/2016,19:00,0.01
3/7/2016,1:00,0
3/7/2016,7:00,0
3/7/2016,13:00,0
3/7/2016,19:00,0
3/8/2016,1:00,0
3/8/2016,7:00,0
3/8/2016,13:00,0
3/8/2016,19:00,0
3/9/2016,1:00,0
3/9/2016,7:00,0
3/9/2016,13:00,0
3/9/2016,19:00,0
3/10/2016,1:00,0
3/10/2016,7:00,0
3/10/2016,13:00,0
3/10/2016,19:00,0
3/11/2016,1:00,0
3/11/2016,7:00,0
3/11/2016,13:00,0
3/11/2016,19:00,0
3/12/2016,1:00,0
3/12/2016,7:00,0
3/12/2016,13:00,0
3/12/2016,19:00,0.04
3/13/2016,1:00,1.15
3/13/2016,7:00,0.01
3/13/2016,13:00,0.6
3/13/2016,19:00,1.08
3/14/2016,1:00,0.62
3/14/2016,7:00,1.62
3/14/2016,13:00,0.12
3/14/2016,19:00,0.02
3/15/2016,1:00,0.03
3/15/2016,7:00,0.04
3/15/2016,13:00,0.31
3/15/2016,19:00,0
3/16/2016,1:00,0.02
3/16/2016,7:00,0.04
3/16/2016,13:00,0
3/16/2016,19:00,0.76
3/17/2016,1:00,0
3/17/2016,7:00,0
3/17/2016,13:00,0
3/17/2016,19:00,0.01
3/18/2016,1:00,0
3/18/2016,7:00,0
3/18/2016,13:00,0
3/18/2016,19:00,0
3/19/2016,1:00,0
3/19/2016,7:00,0
3/19/2016,13:00,0.21
3/19/2016,19:00,0.71
3/20/2016,1:00,0.76
3/20/2016,7:00,0
3/20/2016,13:00,0.04
3/20/2016,19:00,0.27
3/21/2016,1:00,0.17
3/21/2016,7:00,0
3/21/2016,13:00,0
3/21/2016,19:00,0
3/22/2016,1:00,0
3/22/2016,7:00,0
3/22/2016,13:00,0
3/22/2016,19:00,0
3/23/2016,1:00,0
3/23/2016,7:00,0
3/23/2016,13:00,0
3/23/2016,19:00,0
3/24/2016,1:00,0
3/24/2016,7:00,0
3/24/2016,13:00,0
3/24/2016,19:00,0
3/25/2016,1:00,0
3/25/2016,7:00,0.1
3/25/2016,13:00,0.64
3/25/2016,19:00,0
3/26/2016,1:00,0
3/26/2016,7:00,0
3/26/2016,13:00,0
3/26/2016,19:00,0
3/27/2016,1:00,0
3/27/2016,7:00,0.01
3/27/2016,13:00,0.01
3/27/2016,19:00,0.04
3/28/2016,1:00,0.08
3/28/2016,7:00,1.01
3/28/2016,13:00,0.03
3/28/2016,19:00,0
3/29/2016,1:00,0
3/29/2016,7:00,0
3/29/2016,13:00,0
3/29/2016,19:00,0
3/30/2016,1:00,0
3/30/2016,7:00,0
3/30/2016,13:00,0
3/30/2016,19:00,0
3/31/2016,1:00,0
3/31/2016,7:00,0
3/31/2016,13:00,0
3/31/2016,19:00,0
4/1/2016,1:00,0.02
4/1/2016,7:00,0
4/1/2016,13:00,0.02
4/1/2016,19:00,0.23
4/2/2016,1:00,0
4/2/2016,7:00,0
4/2/2016,13:00,0.72
4/2/2016,19:00,0
4/3/2016,1:00,0.38
4/3/2016,7:00,0
4/3/2016,13:00,0
4/3/2016,19:00,0
4/4/2016,1:00,0
4/4/2016,7:00,0
4/4/2016,13:00,0
4/4/2016,19:00,0
4/5/2016,1:00,0.01
4/5/2016,7:00,0
4/5/2016,13:00,0
4/5/2016,19:00,0
4/6/2016,1:00,0
4/6/2016,7:00,0
4/6/2016,13:00,0
4/6/2016,19:00,0
4/7/2016,1:00,0
4/7/2016,7:00,0
4/7/2016,13:00,2.43
4/7/2016,19:00,0.09
4/8/2016,1:00,0
4/8/2016,7:00,0
4/8/2016,13:00,0
4/8/2016,19:00,0
4/9/2016,1:00,0
4/9/2016,7:00,0.28
4/9/2016,13:00,0
4/9/2016,19:00,0.03
4/10/2016,1:00,0
4/10/2016,7:00,0
4/10/2016,13:00,0
4/10/2016,19:00,0
4/11/2016,1:00,0
4/11/2016,7:00,0.03
4/11/2016,13:00,0
4/11/2016,19:00,0
4/12/2016,1:00,0
4/12/2016,7:00,0
4/12/2016,13:00,1.29
4/12/2016,19:00,0
4/13/2016,1:00,0
4/13/2016,7:00,0
4/13/2016,13:00,0
4/13/2016,19:00,0
4/14/2016,1:00,0
4/14/2016,7:00,0
4/14/2016,13:00,0
4/14/2016,19:00,0
4/15/2016,1:00,0
4/15/2016,7:00,0
4/15/2016,13:00,0
4/15/2016,19:00,0
4/16/2016,1:00,0
4/16/2016,7:00,0
4/16/2016,13:00,0
4/16/2016,19:00,0
4/17/2016,1:00,0
4/17/2016,7:00,0
4/17/2016,13:00,0
4/17/2016,19:00,0
4/18/2016,1:00,0
4/18/2016,7:00,0
4/18/2016,13:00,0
4/18/2016,19:00,0
4/19/2016,1:00,0
4/19/2016,7:00,0
4/19/2016,13:00,0
4/19/2016,19:00,0
4/20/2016,1:00,0
4/20/2016,7:00,0
4/20/2016,13:00,0
4/20/2016,19:00,0
4/21/2016,1:00,0
4/21/2016,7:00,0
4/21/2016,13:00,0
4/21/2016,19:00,0.08
4/22/2016,1:00,0
4/22/2016,7:00,0
4/22/2016,13:00,0
4/22/2016,19:00,0.02
4/23/2016,1:00,0.04
4/23/2016,7:00,0
4/23/2016,13:00,1.83
4/23/2016,19:00,0
4/24/2016,1:00,0
4/24/2016,7:00,0
4/24/2016,13:00,0
4/24/2016,19:00,0
4/25/2016,1:00,0
4/25/2016,7:00,0
4/25/2016,13:00,0
4/25/2016,19:00,0
4/26/2016,1:00,0
4/26/2016,7:00,0
4/26/2016,13:00,0
4/26/2016,19:00,0.03
4/27/2016,1:00,0
4/27/2016,7:00,0.3
4/27/2016,13:00,0.35
4/27/2016,19:00,0.06
4/28/2016,1:00,0.21
4/28/2016,7:00,0.11
4/28/2016,13:00,0.82
4/28/2016,19:00,0.23
4/29/2016,1:00,0.07
4/29/2016,7:00,0.22
4/29/2016,13:00,0.08
4/29/2016,19:00,0.01
4/30/2016,1:00,0.14
4/30/2016,7:00,0.01
4/30/2016,13:00,0
4/30/2016,19:00,0
5/1/2016,1:00,0.02
5/1/2016,7:00,0.12
5/1/2016,13:00,0.84
5/1/2016,19:00,0.02
5/2/2016,1:00,0.39
5/2/2016,7:00,0.37
5/2/2016,13:00,0.06
5/2/2016,19:00,0
5/3/2016,1:00,1.22
5/3/2016,7:00,0.93
5/3/2016,13:00,0.13
5/3/2016,19:00,0.86
5/4/2016,1:00,0.37
5/4/2016,7:00,0.01
5/4/2016,13:00,0.03
5/4/2016,19:00,0.06
5/5/2016,1:00,0.01
5/5/2016,7:00,0.12
5/5/2016,13:00,0.08
5/5/2016,19:00,0.05
5/6/2016,1:00,0.11
5/6/2016,7:00,0.09
5/6/2016,13:00,1.57
5/6/2016,19:00,1.74
5/7/2016,1:00,0.08
5/7/2016,7:00,0.03
5/7/2016,13:00,0
5/7/2016,19:00,0.07
5/8/2016,1:00,0
5/8/2016,7:00,0
5/8/2016,13:00,0.01
5/8/2016,19:00,0
5/9/2016,1:00,0
5/9/2016,7:00,0
5/9/2016,13:00,0
5/9/2016,19:00,0.08
5/10/2016,1:00,0
5/10/2016,7:00,0
5/10/2016,13:00,0.04
5/10/2016,19:00,0
5/11/2016,1:00,0
5/11/2016,7:00,0.21
5/11/2016,13:00,0.03
5/11/2016,19:00,0.62
5/12/2016,1:00,0
5/12/2016,7:00,0.01
5/12/2016,13:00,0.06
5/12/2016,19:00,0
5/13/2016,1:00,0
5/13/2016,7:00,0.05
5/13/2016,13:00,0.18
5/13/2016,19:00,0.91
5/14/2016,1:00,0
5/14/2016,7:00,0
5/14/2016,13:00,0
5/14/2016,19:00,0.05
5/15/2016,1:00,0
5/15/2016,7:00,0
5/15/2016,13:00,0
5/15/2016,19:00,0
5/16/2016,1:00,0
5/16/2016,7:00,0
5/16/2016,13:00,0
5/16/2016,19:00,0
5/17/2016,1:00,0
5/17/2016,7:00,0
5/17/2016,13:00,0.27
5/17/2016,19:00,0.81
5/18/2016,1:00,0
5/18/2016,7:00,0
5/18/2016,13:00,0
5/18/2016,19:00,0
5/19/2016,1:00,0.04
5/19/2016,7:00,0.03
5/19/2016,13:00,0
5/19/2016,19:00,0.01
5/20/2016,1:00,0
5/20/2016,7:00,0
5/20/2016,13:00,0
5/20/2016,19:00,0
5/21/2016,1:00,0
5/21/2016,7:00,0.21
5/21/2016,13:00,0.24
5/21/2016,19:00,1.66
5/22/2016,1:00,0.27
5/22/2016,7:00,0.01
5/22/2016,13:00,0.43
5/22/2016,19:00,0.87
5/23/2016,1:00,0.52
5/23/2016,7:00,0.72
5/23/2016,13:00,0.36
5/23/2016,19:00,1.29
5/24/2016,1:00,0.62
5/24/2016,7:00,0.01
5/24/2016,13:00,0
5/24/2016,19:00,0
5/25/2016,1:00,0
5/25/2016,7:00,0
5/25/2016,13:00,0
5/25/2016,19:00,0
5/26/2016,1:00,0
5/26/2016,7:00,0
5/26/2016,13:00,0
5/26/2016,19:00,0
5/27/2016,1:00,0
5/27/2016,7:00,0
5/27/2016,13:00,0
5/27/2016,19:00,0
5/28/2016,1:00,0
5/28/2016,7:00,0
5/28/2016,13:00,0
5/28/2016,19:00,0
5/29/2016,1:00,0
5/29/2016,7:00,0
5/29/2016,13:00,0
5/29/2016,19:00,0.06
5/30/2016,1:00,3.9
5/30/2016,7:00,0.13
5/30/2016,13:00,0
5/30/2016,19:00,0.89
5/31/2016,1:00,0
5/31/2016,7:00,0.16
5/31/2016,13:00,0.03
5/31/2016,19:00,0
6/1/2016,1:00,0
6/1/2016,7:00,0
6/1/2016,13:00,0
6/1/2016,19:00,0
6/2/2016,1:00,0
6/2/2016,7:00,0
6/2/2016,13:00,0.08
6/2/2016,19:00,0
6/3/2016,1:00,0.17
6/3/2016,7:00,1.43
6/3/2016,13:00,0.07
6/3/2016,19:00,2.12
6/4/2016,1:00,0.01
6/4/2016,7:00,0.07
6/4/2016,13:00,0
6/4/2016,19:00,0.04
6/5/2016,1:00,0.05
6/5/2016,7:00,0.14
6/5/2016,13:00,0.06
6/5/2016,19:00,0.46
6/6/2016,1:00,0
6/6/2016,7:00,0
6/6/2016,13:00,0
6/6/2016,19:00,0
6/7/2016,1:00,0
6/7/2016,7:00,0
6/7/2016,13:00,0
